title;office_id;office;otk;place_id;place;place_otk;region_id;region;region_otk;is_archive;cfo_type_id;guid
Подразделения ППК;1677;Монтажные пены Воскресенск;MP018;2674;Строительная химия;;2247;СБЕ МиСХ;;FALSE;;5de53e57-b904-11e4-9b56-00505601010b
Подразделения ППК;1724;ТДС МиСХ Учалы;MP22;2674;Строительная химия;;2247;СБЕ МиСХ;;FALSE;;0301cd9d-812f-11e5-8180-0050560104a0
Подразделения ППК;1725;МиСХ С.-Петербург;MP23;2674;Строительная химия;;2247;СБЕ МиСХ;;FALSE;;0301cd9c-812f-11e5-8180-0050560104a0
Подразделения ППК;1726;МиСХ Красный Сулин;MP24;2674;Строительная химия;;2247;СБЕ МиСХ;;FALSE;;0301cd9b-812f-11e5-8180-0050560104a0
Подразделения ППК;1727;МиСХ Вишневое;MP25;2674;Строительная химия;;2247;СБЕ МиСХ;;FALSE;;0301cd9e-812f-11e5-8180-0050560104a0
Подразделения ППК;1728;МиСХ Хабаровск;MP26;2674;Строительная химия;;2247;СБЕ МиСХ;;FALSE;;0301cd9f-812f-11e5-8180-0050560104a0
Подразделения ППК;693;Управление СБЕ МиСХ (Управление СБЕ  Мастики);MAU01;2268;Управление Мастики;;2247;СБЕ МиСХ;;FALSE;;20ddbe2c-2929-11e0-8456-b266afcd530a
Подразделения ППК;1251;Научный центр Мастики;KK007;2268;Управление Мастики;;2247;СБЕ МиСХ;;FALSE;;caf593b6-11dd-11e1-88d4-005056b90069
Подразделения ППК;1263;DIY Мастики;MP14;2268;Управление Мастики;;2247;СБЕ МиСХ;;FALSE;;0f3ffa3f-2afb-11e1-8ff1-00505601010b
Подразделения ППК;1395;НЦ Строительная химия;KC17;2268;Управление Мастики;;2247;СБЕ МиСХ;;FALSE;;7a0bf2c6-42b9-11e3-94e7-00505601010b
Подразделения ППК;1402;Управление Тайкор (Управление Строительная Химия);MP014;2446;ТДС;;2246;СБЕ БМиГ;;FALSE;;802016f0-8345-11e3-b5ba-00505601010b
Подразделения ППК;1722;Управление Мастики и Праймеры;MP20;2268;Управление Мастики;;2247;СБЕ МиСХ;;FALSE;;0301cd99-812f-11e5-8180-0050560104a0
Подразделения ППК;1723;Управление Монтажные пены;MP21;2268;Управление Мастики;;2247;СБЕ МиСХ;;FALSE;;0301cd9a-812f-11e5-8180-0050560104a0
Подразделения ППК;1741;РРЦ МиСХ Рязань;RC84;2268;Управление Мастики;;2247;СБЕ МиСХ;;FALSE;;f4c03969-e055-11e5-81f9-0050560104a0
Подразделения ППК;1752;Управление Добавки в бетон;MP021;2265;Управление Кровля;;2246;СБЕ БМиГ;;FALSE;;0be40be6-3e90-11e6-8293-0050560104a0
Подразделения ППК;766;НИКОгласс-Воскресенск;SK041;2728;Никогласс;;2252;СБЕ СКиХ;;FALSE;;7bddd4cf-eeed-11dd-99be-000423d38bac
Подразделения ППК;695;XPS-Учалы;XP011;2273;XPS;;2251;СБЕ ПИ;;FALSE;;7bddd4e2-eeed-11dd-99be-000423d38bac
Подразделения ППК;702;XPS-Рязань;XP021;2273;XPS;;2251;СБЕ ПИ;;FALSE;;7bddd4bc-eeed-11dd-99be-000423d38bac
Подразделения ППК;721;Управление XPS;XPU01;2273;XPS;;2251;СБЕ ПИ;;FALSE;;fa1b02ec-1569-11df-83b4-000423d38bac
Подразделения ППК;767;XPS-Днепр;XP061;2273;XPS;;2251;СБЕ ПИ;;FALSE;;7bddd517-eeed-11dd-99be-000423d38bac
Подразделения ППК;768;XPS-Юрга;XP041;2273;XPS;;2251;СБЕ ПИ;;FALSE;;7bddd506-eeed-11dd-99be-000423d38bac
Подразделения ППК;916;XPS-Минводы;XPS05;2273;XPS;;2251;СБЕ ПИ;;FALSE;;7bddd52c-eeed-11dd-99be-000423d38bac
Подразделения ППК;917;XPS-Новоульяновск;XPS06;2273;XPS;;2251;СБЕ ПИ;;FALSE;;7bddd586-eeed-11dd-99be-000423d38bac
Подразделения ППК;1319;XPS-Хабаровск;XP012;2273;XPS;;2251;СБЕ ПИ;;FALSE;;a746c1df-e532-11e1-a103-00505601010b
Подразделения ППК;1323;XPS-Северо-Запад;XP015;2273;XPS;;2251;СБЕ ПИ;;FALSE;;b4e3d6aa-8274-11e3-ae0b-00505601010b
Подразделения ППК;1342;Управление ИП;LR013;2273;XPS;;2251;СБЕ ПИ;;FALSE;;5e965c3b-a838-11e7-8106-001a64d3bc56
Подразделения ППК;1487;ОЦО DIY-1;OC01;2268;Управление Мастики;;2247;СБЕ МиСХ;;FALSE;;4f5c6299-4eba-11e4-9b50-00505601010b
Подразделения ППК;1731;Мастербатч Рязань;LR017;2273;XPS;;2251;СБЕ ПИ;;FALSE;;null
Подразделения ППК;1743;XPS-Осиповичи;RC85;2273;XPS;;2251;СБЕ ПИ;;FALSE;;null
Подразделения ППК;1745;РРЦ XPS Красный Сулин;RC86;2273;XPS;;2251;СБЕ ПИ;;FALSE;;07d30d22-f5ab-11e5-8214-0050560104a0
Подразделения ППК;1459;PIR-Рязань;LR015;2719;PIR;;2248;СБЕ ПМ и ПИР;;FALSE;;b2f620c0-bfbd-11e3-b2c8-00505601010b
Подразделения ППК;1229;Управление ТН-ВИП;MA54;2368;Управление СБЕ ПМ и ПИР;;2248;СБЕ ПМ и ПИР;;FALSE;;f13b4f8e-26ee-11e1-a8d5-00505601010b
Подразделения ППК;663;Лоджикруф-Рязань;LR011;2274;ПВХ;;2248;СБЕ ПМ и ПИР;;FALSE;;7bddd4b8-eeed-11dd-99be-000423d38bac
Подразделения ППК;1159;Управление  Лоджикруф;ULR01;2368;Управление СБЕ ПМ и ПИР;;2248;СБЕ ПМ и ПИР;;FALSE;;fa1b02e9-1569-11df-83b4-000423d38bac
Подразделения ППК;1179;Плантер Рязань;PL001;2379;Плантер;;2248;СБЕ ПМ и ПИР;;FALSE;;3047b2b1-b11f-11df-936d-000423d38bac
Подразделения ППК;1230;Управление Плантер;UPL01;2379;Плантер;;2248;СБЕ ПМ и ПИР;;FALSE;;null
Подразделения ППК;1324;Плантер Учалы;PL04;2379;Плантер;;2248;СБЕ ПМ и ПИР;;FALSE;;4a6bbfa8-0e1e-11e2-a970-00505601010b
Подразделения ППК;1481;Санкт-Петербург (PIR);LR016;2719;PIR;;2248;СБЕ ПМ и ПИР;;FALSE;;null
Подразделения ППК;1312;РРЦ ПВХ Минводы;PL02;2451;РРЦ ПВХ;;2248;СБЕ ПМ и ПИР;;FALSE;;c009ba49-c062-11e1-bd66-00505601010b
Подразделения ППК;1313;РРЦ ПВХ Юрга;PL03;2451;РРЦ ПВХ;;2248;СБЕ ПМ и ПИР;;FALSE;;c009ba48-c062-11e1-bd66-00505601010b
Подразделения ППК;1388;РРЦ ПВХ Хабаровск;PL05;2451;РРЦ ПВХ;;2248;СБЕ ПМ и ПИР;;FALSE;;e4d03782-e3cf-11e2-afdd-00505601010b
Подразделения ППК;1391;РРЦ ПВХ Новоульяновск;PL06;2451;РРЦ ПВХ;;2248;СБЕ ПМ и ПИР;;FALSE;;539bde83-f9c3-11e2-b7c4-00505601010b
Подразделения ППК;1678;РРЦ ПВХ и PIR Северо-Запад;PL08;2451;РРЦ ПВХ;;2248;СБЕ ПМ и ПИР;;FALSE;;63cb3e5f-d77d-11e4-8e86-00505601010b
Подразделения ППК;1742;РРЦ ПВХ Днепродзержинск;PL09;2451;РРЦ ПВХ;;2248;СБЕ ПМ и ПИР;;FALSE;;90cac75c-e9ca-11e5-8205-0050560104a0
Подразделения ППК;1746;РРЦ ПВХ Осиповичи;PL10;2451;РРЦ ПВХ;;2248;СБЕ ПМ и ПИР;;FALSE;;85884f42-007c-11e6-8222-0050560104a0
Подразделения ППК;1747;РРЦ ПВХ Красный Сулин;PL11;2451;РРЦ ПВХ;;2248;СБЕ ПМ и ПИР;;FALSE;;96f7b232-007d-11e6-8222-0050560104a0
Подразделения ППК;700;Шинглас-Рязань;SK011;2276;Шинглас;;2252;СБЕ СКиХ;;FALSE;;7bddd4bb-eeed-11dd-99be-000423d38bac
Подразделения ППК;701;Люксард-Воскресенск;SK021;2276;Шинглас;;2252;СБЕ СКиХ;;FALSE;;7bddd57d-eeed-11dd-99be-000423d38bac
Подразделения ППК;918;ГЧ Литва;SH001;2731;ПП Литва;;2729;TN-International;;FALSE;;7bddd523-eeed-11dd-99be-000423d38bac
Подразделения ППК;950;АВС-Логистик;ABC01;2276;Шинглас;;2252;СБЕ СКиХ;;FALSE;;7bddd4c1-eeed-11dd-99be-000423d38bac
Подразделения ППК;1017;РРЦ-Шинглас, Днепродзержинск;RC20;2276;Шинглас;;2252;СБЕ СКиХ;;FALSE;;7bddd51d-eeed-11dd-99be-000423d38bac
Подразделения ППК;1030;Управление СБЕ Скатная кровля;UTN4;2276;Шинглас;;2252;СБЕ СКиХ;;FALSE;;8fb61f39-f43d-11dd-99be-000423d38bac
Подразделения ППК;1226;Шинглас - 2 - Рязань;SK012;2276;Шинглас;;2252;СБЕ СКиХ;;FALSE;;6265bf32-44b6-11e0-b2ca-841808f29124
Подразделения ППК;1247;РРЦ Шинглас, Киев;RC44;2276;Шинглас;;2252;СБЕ СКиХ;;FALSE;;e37c739e-b9e4-11e0-93b0-b163bca8dcea
Подразделения ППК;1281;ГЧ СК Литва;SH003;2731;ПП Литва;;2729;TN-International;;FALSE;;c93a3255-53aa-11e1-9156-00505601010b
Подразделения ППК;1299;РРЦ СК Новоульяновск;RC56;2276;Шинглас;;2252;СБЕ СКиХ;;FALSE;;e4336d6c-780d-11e1-b382-00505601010b
Подразделения ППК;1300;РРЦ СК Учалы;RC57;2276;Шинглас;;2252;СБЕ СКиХ;;FALSE;;e4336d6d-780d-11e1-b382-00505601010b
Подразделения ППК;1301;РРЦ СК Юрга;RC58;2276;Шинглас;;2252;СБЕ СКиХ;;FALSE;;e4336d6e-780d-11e1-b382-00505601010b
Подразделения ППК;1322;РРЦ СК Одинцово;RC59;2276;Шинглас;;2252;СБЕ СКиХ;;FALSE;;null
Подразделения ППК;1335;РРЦ СК МинВоды;RC60;2276;Шинглас;;2252;СБЕ СКиХ;;FALSE;;b52eb383-2e30-11e2-a965-00505601010b
Подразделения ППК;1343;ДП СК;SK013;2276;Шинглас;;2252;СБЕ СКиХ;;FALSE;;918b72b6-3482-11e2-8255-00505601010b
Подразделения ППК;1384;Непрофильная деятельность Шинглас;SK19;2276;Шинглас;;2252;СБЕ СКиХ;;FALSE;;null
Подразделения ППК;1456;РРЦ СК Хабаровск;RC62;2276;Шинглас;;2252;СБЕ СКиХ;;FALSE;;5d0970e7-b035-11e3-a768-00505601010b
Подразделения ППК;1702;РРЦ ППК Управление;RC64;2276;Шинглас;;2252;СБЕ СКиХ;;FALSE;;91f51371-65b6-11e5-815d-0050560104a0
Подразделения ППК;1704;РРЦ СК Санкт-Петербург;RC65;2276;Шинглас;;2252;СБЕ СКиХ;;FALSE;;ffc3d619-7d62-11e5-817b-0050560104a0
Подразделения ППК;1705;РРЦ СК Красный Сулин;RC66;2276;Шинглас;;2252;СБЕ СКиХ;;FALSE;;ffc3d61a-7d62-11e5-817b-0050560104a0
Подразделения ППК;1706;РРЦ СК Ростов-Иркутск;RC67;2276;Шинглас;;2252;СБЕ СКиХ;;FALSE;;ffc3d61b-7d62-11e5-817b-0050560104a0
Подразделения ППК;1707;РРЦ СК Днепродзержинск;RC68;2276;Шинглас;;2252;СБЕ СКиХ;;FALSE;;ffc3d61c-7d62-11e5-817b-0050560104a0
Подразделения ППК;1708;РРЦ СК Киев (Вишневое);RC69;2276;Шинглас;;2252;СБЕ СКиХ;;FALSE;;ffc3d61d-7d62-11e5-817b-0050560104a0
Подразделения ППК;1709;РРЦ СК Осиповичи;RC70;2276;Шинглас;;2252;СБЕ СКиХ;;FALSE;;null
Подразделения ППК;1710;РРЦ ППК Рязань;RC71;2276;Шинглас;;2252;СБЕ СКиХ;;FALSE;;1fa55f0c-8207-11e5-8181-0050560104a0
Подразделения ППК;1711;РРЦ ППК Днепродзержинск;RC72;2276;Шинглас;;2252;СБЕ СКиХ;;FALSE;;ffc3d61f-7d62-11e5-817b-0050560104a0
Подразделения ППК;1712;РРЦ ППК Киев (Вишневое);RC73;2276;Шинглас;;2252;СБЕ СКиХ;;FALSE;;40b36d2d-919f-11e5-8193-0050560104a0
Подразделения ППК;1713;РРЦ ППК МинВоды;RC74;2276;Шинглас;;2252;СБЕ СКиХ;;FALSE;;ffc3d622-7d62-11e5-817b-0050560104a0
Подразделения ППК;1714;РРЦ ППК Новоульяновск;RC75;2276;Шинглас;;2252;СБЕ СКиХ;;FALSE;;ffc3d623-7d62-11e5-817b-0050560104a0
Подразделения ППК;1715;РРЦ ППК Хабаровск;RC76;2276;Шинглас;;2252;СБЕ СКиХ;;FALSE;;ffc3d624-7d62-11e5-817b-0050560104a0
Подразделения ППК;1716;РРЦ ППК Учалы;RC77;2276;Шинглас;;2252;СБЕ СКиХ;;FALSE;;ffc3d625-7d62-11e5-817b-0050560104a0
Подразделения ППК;1717;РРЦ ППК Юрга;RC78;2276;Шинглас;;2252;СБЕ СКиХ;;FALSE;;ffc3d626-7d62-11e5-817b-0050560104a0
Подразделения ППК;1718;РРЦ ППК Красный Сулин;RC79;2276;Шинглас;;2252;СБЕ СКиХ;;FALSE;;ffc3d627-7d62-11e5-817b-0050560104a0
Подразделения ППК;1719;РРЦ ППК Санкт-Петербург;RC80;2276;Шинглас;;2252;СБЕ СКиХ;;FALSE;;ffc3d628-7d62-11e5-817b-0050560104a0
Подразделения ППК;1720;РРЦ ППК Нижний-Новгород;RC81;2276;Шинглас;;2252;СБЕ СКиХ;;FALSE;;ffc3d629-7d62-11e5-817b-0050560104a0
Подразделения ППК;1721;РРЦ ППК Осиповичи;RC82;2276;Шинглас;;2252;СБЕ СКиХ;;FALSE;;ffc3d62a-7d62-11e5-817b-0050560104a0
Подразделения ППК;1778;РРЦ МИ Северо-Запад;RC45;2270;Каменная вата;;2249;СБЕ МИ;;FALSE;;null
Подразделения ППК;936;Администрация-Чехия;AM017;2739;ТН-Чехия;;2729;TN-International;;FALSE;;7bddd53f-eeed-11dd-99be-000423d38bac
Подразделения ППК;744;ТН-Чехия;TE08;2739;ТН-Чехия;;2729;TN-International;;FALSE;;7bddd564-eeed-11dd-99be-000423d38bac
Подразделения ППК;747;ТН Чехия и Словакия;TNE21;2739;ТН-Чехия;;2729;TN-International;;FALSE;;null
Подразделения ППК;1628;Импер РМ;KK42;2730;ТН-Импер;;2729;TN-International;;FALSE;;4c7d0acd-8522-11e4-9c4d-00505601010b
Подразделения ППК;1629;Импер Синтетики;PL07;2730;ТН-Импер;;2729;TN-International;;FALSE;;4c7d0ace-8522-11e4-9c4d-00505601010b
Подразделения ППК;1781;Лидогенерация;MA90;2255;Управляющая компания;;2245;КЦ ППК;;FALSE;;d90af363-defc-11e6-837f-0050560104a0
Подразделения ППК;1795;ИТ Отдел Красный Сулин;IT021;2426;Департамент ИТ Комбинаты;;2357;Общекомб. подр.;;FALSE;;null
Подразделения ППК;1796;ИТ Отдел ТНСС 2;IT44;2253;ИТ Дирекция КЦ;;2245;КЦ ППК;;FALSE;;null
Подразделения ППК;1797;Проекты;MA92;2255;Управляющая компания;;2245;КЦ ППК;;FALSE;;7cc01af7-6612-11e7-8438-c4775fb02a48
Подразделения ППК;1798;БМиГ Саратов;SK015;2446;ТДС;;2246;СБЕ БМиГ;;FALSE;;51a83c7a-7786-11e7-844f-0050560104a0
Подразделения ППК;1799;МиСХ Челябинск;MP28;2674;Строительная химия;;2247;СБЕ МиСХ;;FALSE;;71a88595-8e4d-11e7-846f-0050560104a0
Подразделения ППК;1800;ИТ Отдел Рязань Управление СБЕ МИ;IT032;2426;Департамент ИТ Комбинаты;;2357;Общекомб. подр.;;FALSE;;7bddd584-eeed-11dd-99be-000423d38bac
Подразделения ППК;1801;ОбщКомбШинглас;OKP20;2720;ОКП;;2357;Общекомб. подр.;;FALSE;;285965ef-b004-11e7-849a-0050560104a0
Подразделения ППК;1802;Пластики Хабаровск;SK22;2761;Пластики;;2252;СБЕ СКиХ;;FALSE;;31249060-bece-11e7-84ad-0050560104a0
Подразделения ППК;1803;ВПП-Хабаровск;XP062;2273;XPS;;2251;СБЕ ПИ;;FALSE;;7bddd51f-eeed-11dd-99be-000423d38bac
Подразделения ППК;1804;Строительные пленки Рязань;KK123;2762;Строительные плёнки;;2246;СБЕ БМиГ;;FALSE;;65fdfd45-d9ab-11e7-84ce-0050560104a0
Подразделения ППК;1805;ТН Рециклинг Рязань;LR018;2274;ПВХ;;2248;СБЕ ПМ и ПИР;;FALSE;;69d9ac11-010d-11e8-8500-0050560104a0
Подразделения ППК;1806;МП ОП Барнаул;MP019;2674;Строительная химия;;2247;СБЕ МиСХ;;FALSE;;null
Подразделения ППК;1807;СОХ Тюмень;MP020;2674;Строительная химия;;2247;СБЕ МиСХ;;FALSE;;null
Подразделения ППК;1808;СОХ Уфа;MP022;2674;Строительная химия;;2247;СБЕ МиСХ;;FALSE;;null
Подразделения ППК;1809;МП ОП Самара;MP023;2674;Строительная химия;;2247;СБЕ МиСХ;;FALSE;;null
Подразделения ППК;1810;КВ-Белгород;TI068;2270;Каменная вата;;2249;СБЕ МИ;;FALSE;;e0a69368-327b-11e8-856a-0050560104a0
Подразделения ППК;1811;МП ОП Иркутск;MP024;2674;Строительная химия;;2247;СБЕ МиСХ;;FALSE;;null
Подразделения ППК;1812;МП ОП Красноярск;MP025;2674;Строительная химия;;2247;СБЕ МиСХ;;FALSE;;null
Подразделения ППК;1813;Агро Белгород;AG05;2269;Агро;;2249;СБЕ МИ;;FALSE;;59ae7f9c-5ce9-11e8-85d7-0050560104a0
Подразделения ППК;1814;ОбщКомбБелгород;OKP21;2720;ОКП;;2357;Общекомб. подр.;;FALSE;;42a8f99d-5a8f-11e8-85d1-0050560104a0
Подразделения ППК;1815;Прочее Белгород;VP05;2372;Вспомогательное пр-во;;2357;Общекомб. подр.;;FALSE;;9e8af2a7-5a8f-11e8-85d1-0050560104a0
Подразделения ППК;1816;МП ОП Хабаровск;MP026;2674;Строительная химия;;2247;СБЕ МиСХ;;FALSE;;null
Подразделения ППК;1817;ИТ Отдел Белгород;IT45;2426;Департамент ИТ Комбинаты;;2357;Общекомб. подр.;;FALSE;;null
Подразделения ППК;1818;ОКС Белгород;OKS27;2373;ОКС;;2357;Общекомб. подр.;;FALSE;;ab33ba4d-6578-11e8-85ed-0050560104a0
Подразделения ППК;1820;ТехИзоляция Белгород;TI09;2272;ТехИзоляция;;2249;СБЕ МИ;;FALSE;;a236a9f4-1e0e-11e9-86bb-0050560104a0
Подразделения ППК;1822;Пластики Рязань;SK23;2761;Пластики;;2252;СБЕ СКиХ;;FALSE;;fcb587a4-b68c-11e8-867d-0050560104a0
Подразделения ППК;1824;Монтажные пены Выборг;MP29;2674;Строительная химия;;2247;СБЕ МиСХ;;FALSE;;548e8f25-2df3-11e9-86bf-0050560104a0
Подразделения ППК;1825;Монтажные пены Осиповичи;MP030;2674;Строительная химия;;2247;СБЕ МиСХ;;FALSE;;6c098315-f875-11e8-86af-0050560104a0
Подразделения ППК;1826;Монтажные пены Новоульяновск;MP031;2674;Строительная химия;;2247;СБЕ МиСХ;;FALSE;;032c18b4-1a31-11e9-86ba-0050560104a0
Подразделения ППК;1827;Монтажные пены МинВоды;MP032;2674;Строительная химия;;2247;СБЕ МиСХ;;FALSE;;50da61af-25f3-11e9-86bd-0050560104a0
Подразделения ППК;1828;Монтажные пены Учалы;MP033;2674;Строительная химия;;2247;СБЕ МиСХ;;FALSE;;64d7d939-2863-11e9-86be-0050560104a0
Подразделения ППК;1829;ИТ Отдел ТНСС СПб;IT46;2253;ИТ Дирекция КЦ;;2245;КЦ ППК;;FALSE;;null
Подразделения ППК;1830;Монтажные Пены Алабуга (Заинск);MP034;2674;Строительная химия;;2247;СБЕ МиСХ;;FALSE;;bf1e7c47-3f19-11e9-86c3-0050560104a0
Подразделения ППК;1831;Посыпка Перспектива;GG05;2260;Посыпка;;2246;СБЕ БМиГ;;FALSE;;6885b591-43c9-11e9-86c4-0050560104a0
Подразделения ППК;1834;СОХ Москва;MP027;2674;Строительная химия;;2247;СБЕ МиСХ;;FALSE;;null
Подразделения ППК;1835;СОХ Ростов-на-Дону;MP028;2674;Строительная химия;;2247;СБЕ МиСХ;;FALSE;;null
Подразделения ППК;1837;РРЦ ППК Узбекистан;RC89;2276;Шинглас;;2252;СБЕ СКиХ;;FALSE;;null
Подразделения ППК;1838;СОХ Самара;MP029;2674;Строительная химия;;2247;СБЕ МиСХ;;FALSE;;null
Подразделения ППК;1839;Платформа ИТ;IT49;2253;ИТ Дирекция КЦ;;2245;КЦ ППК;;FALSE;;e8768ccc-d08d-11e9-86e0-0050560104a0
Подразделения ППК;1840;Герметики Новоульяновск;GE001;2458;Бутилы;;2247;СБЕ МиСХ;;FALSE;;f0959e0e-11c7-11ea-86ec-0050560104a0
Подразделения ППК;1842;Агро Заинск;AG06;2269;Агро;;2249;СБЕ МИ;;FALSE;;34f09cec-1ccf-11ea-86ee-0050560104a0
Подразделения ППК;1844;Сетки - Рязань;SE001;2719;PIR;;2248;СБЕ ПМ и ПИР;;FALSE;;6681c627-58d0-11ea-86f9-0050560104a0
Подразделения ППК;1029;Отдел АП Чехия;AP01;2739;ТН-Чехия;;2729;TN-International;;FALSE;;null
Подразделения ППК;1027;Регионы - Чехия;OP013;2739;ТН-Чехия;;2729;TN-International;;FALSE;;null
